student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S003972,A014828,College Fair,C05,2021,Business,Non-STEM,$30K-$60K,0,0,3.19,Graduated,2025,,4,2.6
S003973,A014829,Social Media,C05,2021,Computer Science,STEM,$150K+,0,0,3.95,Dropped Out,,2023,2,1.81
S003974,A014831,High School Counselor,C05,2021,Business,Non-STEM,Under $30K,0,0,3.98,Enrolled (Active),,,,3.44
S003975,A014833,Campus Visit / Open House,C05,2021,Business,Non-STEM,$30K-$60K,1,1,3.32,Graduated,2025,,4,3.13
S003976,A014843,High School Counselor,C05,2021,Biology & Life Sciences,STEM,$60K-$100K,0,1,4.0,Enrolled (Active),,,,3.48
S003977,A014845,Campus Visit / Open House,C05,2021,Business,Non-STEM,$30K-$60K,0,0,3.74,Graduated,2025,,4,2.88
S003978,A014846,Online Search / Rankings Sites,C05,2021,Engineering,STEM,$30K-$60K,1,1,3.51,Graduated,2025,,4,2.88
S003979,A014847,Campus Visit / Open House,C05,2021,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.06,Graduated,2025,,4,3.23
S003980,A014851,College Website,C05,2021,Education,Non-STEM,Under $30K,1,0,2.21,Graduated,2025,,4,2.13
S003981,A014853,College Website,C05,2021,Education,Non-STEM,Under $30K,1,0,2.72,Graduated,2026,,5,3.43
S003982,A014868,College Website,C05,2021,Business,Non-STEM,$60K-$100K,1,1,3.69,Enrolled (Active),,,,3.01
S003983,A014872,Friends / Family / Alumni,C05,2021,Psychology,Non-STEM,$100K-$150K,0,1,3.36,Graduated,2025,,4,2.62
S003984,A014873,College Website,C05,2021,Business,Non-STEM,$30K-$60K,0,1,3.15,Dropped Out,,2024,3,1.89
S003985,A014879,Campus Visit / Open House,C05,2021,Business,Non-STEM,$150K+,0,0,3.33,Graduated,2025,,4,2.88
S003986,A014880,Campus Visit / Open House,C05,2021,Education,Non-STEM,Under $30K,0,1,3.95,Graduated,2026,,5,3.57
S003987,A014883,College Website,C05,2021,Business,Non-STEM,$100K-$150K,0,0,3.02,Dropped Out,,2023,2,2.67
S003988,A014893,High School Counselor,C05,2021,Computer Science,STEM,$60K-$100K,0,1,3.58,Dropped Out,,2022,1,2.34
S003989,A014897,Friends / Family / Alumni,C05,2021,Nursing & Health Sciences,STEM,$30K-$60K,1,1,3.8,Graduated,2025,,4,2.74
S003990,A014900,Friends / Family / Alumni,C05,2021,Computer Science,STEM,$60K-$100K,0,0,4.0,Dropped Out,,2024,3,2.36
S003991,A014901,Online Search / Rankings Sites,C05,2021,Biology & Life Sciences,STEM,Under $30K,1,1,3.04,Dropped Out,,2024,3,2.07
S003992,A014902,High School Counselor,C05,2021,Computer Science,STEM,Under $30K,1,0,3.18,Dropped Out,,2024,3,2.25
S003993,A014904,College Fair,C05,2021,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.08,Dropped Out,,2024,3,2.09
S003994,A014905,College Website,C05,2021,Nursing & Health Sciences,STEM,$100K-$150K,1,0,2.91,Graduated,2025,,4,3.13
S003995,A014909,College Website,C05,2021,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.17,Graduated,2025,,4,3.05
S003996,A014914,High School Counselor,C05,2021,Psychology,Non-STEM,$150K+,0,0,4.0,Dropped Out,,2022,1,2.42
S003997,A014915,College Fair,C05,2021,Business,Non-STEM,$60K-$100K,0,0,3.45,Graduated,2026,,5,2.8
S003998,A014917,High School Counselor,C05,2021,Computer Science,STEM,$100K-$150K,0,1,3.85,Enrolled (Active),,,,2.99
S003999,A014918,High School Counselor,C05,2021,Engineering,STEM,Under $30K,1,0,3.85,Graduated,2025,,4,2.71
S004000,A014920,Campus Visit / Open House,C05,2021,Arts & Humanities,Non-STEM,$30K-$60K,1,0,3.23,Graduated,2026,,5,3.06
S004001,A014923,College Website,C05,2021,Arts & Humanities,Non-STEM,$60K-$100K,1,1,3.61,Dropped Out,,2022,1,1.75
S004002,A014927,Social Media,C05,2021,Arts & Humanities,Non-STEM,$100K-$150K,0,0,2.41,Dropped Out,,2023,2,2.28
S004003,A014928,Campus Visit / Open House,C05,2021,Psychology,Non-STEM,$60K-$100K,1,1,3.65,Dropped Out,,2022,1,2.25
S004004,A014929,Campus Visit / Open House,C05,2021,Biology & Life Sciences,STEM,$60K-$100K,1,1,2.86,Dropped Out,,2023,2,2.81
S004005,A014930,High School Counselor,C05,2021,Computer Science,STEM,Under $30K,1,0,2.68,Graduated,2025,,4,2.75
S004006,A014934,College Fair,C05,2021,Business,Non-STEM,Under $30K,1,0,3.62,Graduated,2026,,5,3.24
S004007,A014936,College Website,C05,2021,Business,Non-STEM,Under $30K,1,0,3.09,Dropped Out,,2022,1,3.24
S004008,A014940,College Website,C05,2021,Engineering,STEM,Under $30K,0,0,3.59,Graduated,2025,,4,3.27
S004009,A014941,Campus Visit / Open House,C05,2021,Computer Science,STEM,$150K+,0,0,3.57,Dropped Out,,2025,4,1.5
S004010,A014942,College Website,C05,2021,Business,Non-STEM,$100K-$150K,0,0,3.72,Enrolled (Active),,,,3.32
S004011,A014943,College Website,C05,2021,Engineering,STEM,$100K-$150K,1,0,3.79,Enrolled (Active),,,,3.5
S004012,A014944,College Website,C05,2021,Biology & Life Sciences,STEM,$150K+,0,1,3.91,Dropped Out,,2023,2,1.24
S004013,A014948,High School Counselor,C05,2021,Psychology,Non-STEM,Under $30K,1,0,2.96,Dropped Out,,2023,2,3.19
S004014,A014949,College Website,C05,2021,Physical Sciences & Math,STEM,$100K-$150K,0,0,3.01,Graduated,2025,,4,1.91
S004015,A014951,Campus Visit / Open House,C05,2021,Computer Science,STEM,$100K-$150K,0,1,2.99,Dropped Out,,2025,4,3.23
S004016,A014955,Online Search / Rankings Sites,C05,2021,Biology & Life Sciences,STEM,$150K+,0,0,4.0,Graduated,2025,,4,3.38
S004017,A014959,Online Search / Rankings Sites,C05,2021,Business,Non-STEM,Under $30K,0,1,3.55,Dropped Out,,2022,1,2.4
S004018,A014960,College Fair,C05,2021,Computer Science,STEM,$30K-$60K,1,0,3.33,Dropped Out,,2023,2,1.75
S004019,A014962,Friends / Family / Alumni,C05,2021,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.77,Dropped Out,,2022,1,2.4
S004020,A014964,College Website,C05,2021,Social Sciences,Non-STEM,Under $30K,1,1,3.75,Graduated,2025,,4,2.47
S004021,A014972,Campus Visit / Open House,C05,2021,Business,Non-STEM,$100K-$150K,0,0,3.39,Dropped Out,,2024,3,2.21
S004022,A014974,Campus Visit / Open House,C05,2021,Arts & Humanities,Non-STEM,Under $30K,0,0,3.64,Dropped Out,,2024,3,2.92
S004023,A014976,College Website,C05,2021,Social Sciences,Non-STEM,Under $30K,1,0,3.27,Dropped Out,,2022,1,1.89
S004024,A014978,High School Counselor,C05,2021,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.14,Graduated,2025,,4,2.94
S004025,A014979,College Fair,C05,2021,Nursing & Health Sciences,STEM,$60K-$100K,1,0,3.49,Graduated,2026,,5,3.0
S004026,A014980,High School Counselor,C05,2021,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.53,Graduated,2025,,4,2.93
S004027,A014984,Friends / Family / Alumni,C05,2021,Engineering,STEM,$60K-$100K,0,0,2.38,Graduated,2026,,5,2.73
S004028,A014985,College Website,C05,2021,Biology & Life Sciences,STEM,Under $30K,1,0,3.64,Dropped Out,,2023,2,2.23
S004029,A014993,College Website,C05,2021,Computer Science,STEM,Under $30K,1,1,3.06,Graduated,2025,,4,3.08
S004030,A014998,Campus Visit / Open House,C05,2021,Nursing & Health Sciences,STEM,Under $30K,1,0,3.73,Graduated,2025,,4,2.9
S004031,A015000,Friends / Family / Alumni,C05,2021,Psychology,Non-STEM,$60K-$100K,0,1,3.1,Graduated,2025,,4,3.22
S004032,A015008,Campus Visit / Open House,C05,2021,Education,Non-STEM,$60K-$100K,0,1,3.83,Graduated,2026,,5,2.86
S004033,A015011,College Website,C05,2021,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.87,Dropped Out,,2023,2,1.98
S004034,A015012,Advertising / Direct Mail,C05,2021,Business,Non-STEM,$100K-$150K,0,1,2.96,Graduated,2025,,4,2.49
S004035,A015016,High School Counselor,C05,2021,Engineering,STEM,$60K-$100K,0,0,3.98,Graduated,2026,,5,3.25
S004036,A015017,Friends / Family / Alumni,C05,2021,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.02,Graduated,2025,,4,3.21
S004037,A015020,College Fair,C05,2021,Computer Science,STEM,$150K+,0,1,2.96,Graduated,2026,,5,2.77
S004038,A015022,College Fair,C05,2021,Business,Non-STEM,Under $30K,1,1,3.46,Dropped Out,,2022,1,3.19
S004039,A015027,College Fair,C05,2021,Engineering,STEM,$60K-$100K,0,0,3.38,Dropped Out,,2022,1,2.5
S004040,A015029,Friends / Family / Alumni,C05,2021,Psychology,Non-STEM,$60K-$100K,0,0,3.79,Graduated,2025,,4,3.41
S004041,A015036,Online Search / Rankings Sites,C05,2021,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.36,Graduated,2025,,4,2.64
S004042,A015037,College Website,C05,2021,Physical Sciences & Math,STEM,$100K-$150K,0,0,3.33,Dropped Out,,2023,2,2.05
S004043,A015038,College Website,C05,2021,Business,Non-STEM,$150K+,0,0,3.15,Dropped Out,,2022,1,2.22
S004044,A015041,Friends / Family / Alumni,C05,2021,Engineering,STEM,$150K+,0,0,2.99,Enrolled (Active),,,,3.17
S004045,A015045,Campus Visit / Open House,C05,2021,Engineering,STEM,$150K+,0,1,2.82,Graduated,2026,,5,3.13
S004046,A015046,Friends / Family / Alumni,C05,2021,Nursing & Health Sciences,STEM,Under $30K,0,0,3.39,Dropped Out,,2022,1,2.21
S004047,A015048,Campus Visit / Open House,C05,2021,Psychology,Non-STEM,Under $30K,1,0,3.13,Dropped Out,,2023,2,2.68
S004048,A015049,High School Counselor,C05,2021,Engineering,STEM,Under $30K,0,1,3.56,Graduated,2025,,4,3.26
S004049,A015055,Social Media,C05,2021,Biology & Life Sciences,STEM,Under $30K,1,1,3.94,Graduated,2026,,5,3.18
S004050,A015056,Online Search / Rankings Sites,C05,2021,Psychology,Non-STEM,$100K-$150K,1,0,3.24,Enrolled (Active),,,,2.78
S004051,A015057,College Website,C05,2021,Psychology,Non-STEM,$150K+,0,0,2.91,Dropped Out,,2024,3,1.74
S004052,A015060,Online Search / Rankings Sites,C05,2021,Engineering,STEM,$30K-$60K,0,0,4.0,Graduated,2025,,4,3.42
S004053,A015063,Campus Visit / Open House,C05,2021,Social Sciences,Non-STEM,$150K+,0,1,3.19,Dropped Out,,2023,2,2.93
S004054,A015065,Friends / Family / Alumni,C05,2021,Education,Non-STEM,$100K-$150K,0,1,3.34,Dropped Out,,2024,3,2.35
S004055,A015066,College Website,C05,2021,Engineering,STEM,$30K-$60K,0,0,3.53,Graduated,2025,,4,3.68
S004056,A015069,High School Counselor,C05,2021,Computer Science,STEM,$60K-$100K,0,1,3.69,Graduated,2026,,5,2.83
S004057,A015075,Social Media,C05,2022,Computer Science,STEM,$100K-$150K,0,1,3.78,Graduated,2026,,4,3.44
S004058,A015079,Friends / Family / Alumni,C05,2022,Social Sciences,Non-STEM,Under $30K,0,1,3.82,Dropped Out,,2026,4,3.37
S004059,A015083,High School Counselor,C05,2022,Psychology,Non-STEM,$30K-$60K,1,1,2.9,Graduated,2026,,4,3.15
S004060,A015084,Friends / Family / Alumni,C05,2022,Biology & Life Sciences,STEM,$100K-$150K,0,1,3.63,Graduated,2026,,4,2.57
S004061,A015085,High School Counselor,C05,2022,Engineering,STEM,$100K-$150K,0,0,3.44,Graduated,2026,,4,3.0
S004062,A015086,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$30K-$60K,1,1,3.07,Graduated,2026,,4,2.9
S004063,A015087,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.57,Graduated,2026,,4,3.14
S004064,A015091,Friends / Family / Alumni,C05,2022,Engineering,STEM,$30K-$60K,0,0,3.43,Enrolled (Active),,,,3.21
S004065,A015092,High School Counselor,C05,2022,Social Sciences,Non-STEM,Under $30K,1,0,3.68,Graduated,2026,,4,3.38
S004066,A015097,Social Media,C05,2022,Biology & Life Sciences,STEM,$150K+,0,0,2.93,Graduated,2026,,4,2.37
S004067,A015101,Online Search / Rankings Sites,C05,2022,Social Sciences,Non-STEM,$30K-$60K,1,0,3.45,Enrolled (Active),,,,3.55
S004068,A015102,High School Counselor,C05,2022,Psychology,Non-STEM,$100K-$150K,0,1,2.71,Dropped Out,,2024,2,2.49
S004069,A015104,Campus Visit / Open House,C05,2022,Engineering,STEM,$30K-$60K,1,1,3.63,Dropped Out,,2025,3,2.63
S004070,A015105,High School Counselor,C05,2022,Social Sciences,Non-STEM,$150K+,0,1,3.15,Enrolled (Active),,,,3.35
S004071,A015107,College Website,C05,2022,Nursing & Health Sciences,STEM,Under $30K,1,1,3.27,Dropped Out,,2025,3,2.26
S004072,A015110,College Website,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.05,Graduated,2026,,4,3.06
S004073,A015111,Social Media,C05,2022,Psychology,Non-STEM,$30K-$60K,0,1,3.44,Dropped Out,,2024,2,2.9
S004074,A015112,College Website,C05,2022,Computer Science,STEM,$100K-$150K,1,1,3.23,Enrolled (Active),,,,2.68
S004075,A015115,High School Counselor,C05,2022,Psychology,Non-STEM,$60K-$100K,0,0,2.46,Dropped Out,,2023,1,2.44
S004076,A015117,College Website,C05,2022,Computer Science,STEM,$60K-$100K,1,0,3.84,Dropped Out,,2024,2,2.66
S004077,A015119,Social Media,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.71,Enrolled (Active),,,,2.88
S004078,A015125,High School Counselor,C05,2022,Education,Non-STEM,$30K-$60K,0,0,3.71,Enrolled (Active),,,,3.34
S004079,A015128,High School Counselor,C05,2022,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.08,Dropped Out,,2023,1,2.08
S004080,A015129,Friends / Family / Alumni,C05,2022,Biology & Life Sciences,STEM,$60K-$100K,0,0,2.61,Dropped Out,,2023,1,1.28
S004081,A015133,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.11,Enrolled (Active),,,,2.82
S004082,A015135,College Website,C05,2022,Psychology,Non-STEM,$150K+,0,0,3.23,Dropped Out,,2023,1,1.82
S004083,A015140,College Website,C05,2022,Social Sciences,Non-STEM,Under $30K,0,0,2.4,Dropped Out,,2024,2,2.88
S004084,A015143,Online Search / Rankings Sites,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,1,0,3.2,Graduated,2026,,4,3.07
S004085,A015146,Online Search / Rankings Sites,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,1,1,3.52,Enrolled (Active),,,,3.46
S004086,A015147,Campus Visit / Open House,C05,2022,Biology & Life Sciences,STEM,$150K+,0,0,3.42,Dropped Out,,2024,2,2.44
S004087,A015148,Social Media,C05,2022,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.57,Enrolled (Active),,,,2.6
S004088,A015149,High School Counselor,C05,2022,Psychology,Non-STEM,$30K-$60K,1,0,2.56,Dropped Out,,2023,1,1.69
S004089,A015151,College Fair,C05,2022,Nursing & Health Sciences,STEM,Under $30K,0,0,2.28,Dropped Out,,2024,2,1.82
S004090,A015155,Friends / Family / Alumni,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,1,0,3.48,Graduated,2026,,4,2.89
S004091,A015157,College Website,C05,2022,Arts & Humanities,Non-STEM,$60K-$100K,0,0,2.83,Graduated,2026,,4,2.16
S004092,A015160,Social Media,C05,2022,Engineering,STEM,Under $30K,1,0,3.54,Enrolled (Active),,,,2.93
S004093,A015162,High School Counselor,C05,2022,Social Sciences,Non-STEM,$150K+,0,0,3.73,Graduated,2026,,4,2.97
S004094,A015169,High School Counselor,C05,2022,Business,Non-STEM,$100K-$150K,0,1,3.38,Graduated,2026,,4,2.72
S004095,A015170,College Website,C05,2022,Business,Non-STEM,$60K-$100K,0,1,3.92,Enrolled (Active),,,,2.3
S004096,A015173,College Fair,C05,2022,Social Sciences,Non-STEM,$30K-$60K,1,0,3.35,Dropped Out,,2025,3,2.46
S004097,A015175,Friends / Family / Alumni,C05,2022,Physical Sciences & Math,STEM,Under $30K,1,1,3.08,Enrolled (Active),,,,3.11
S004098,A015178,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.12,Graduated,2026,,4,2.88
S004099,A015183,Friends / Family / Alumni,C05,2022,Psychology,Non-STEM,Under $30K,1,0,3.52,Enrolled (Active),,,,3.06
S004100,A015185,Campus Visit / Open House,C05,2022,Arts & Humanities,Non-STEM,Under $30K,1,1,3.77,Enrolled (Active),,,,3.19
S004101,A015187,Friends / Family / Alumni,C05,2022,Nursing & Health Sciences,STEM,$150K+,0,0,2.89,Dropped Out,,2026,4,1.24
S004102,A015188,High School Counselor,C05,2022,Business,Non-STEM,$30K-$60K,0,0,3.98,Graduated,2026,,4,3.31
S004103,A015189,Campus Visit / Open House,C05,2022,Education,Non-STEM,$150K+,0,0,3.22,Enrolled (Active),,,,2.8
S004104,A015191,College Website,C05,2022,Social Sciences,Non-STEM,Under $30K,0,1,3.2,Graduated,2026,,4,3.14
S004105,A015193,College Website,C05,2022,Education,Non-STEM,$30K-$60K,1,1,3.19,Enrolled (Active),,,,2.94
S004106,A015194,Social Media,C05,2022,Psychology,Non-STEM,$60K-$100K,0,1,2.93,Graduated,2026,,4,3.56
S004107,A015195,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.84,Graduated,2026,,4,3.02
S004108,A015196,Friends / Family / Alumni,C05,2022,Computer Science,STEM,$30K-$60K,0,1,3.73,Enrolled (Active),,,,3.41
S004109,A015197,Friends / Family / Alumni,C05,2022,Engineering,STEM,Under $30K,0,1,2.83,Enrolled (Active),,,,3.19
S004110,A015198,Campus Visit / Open House,C05,2022,Social Sciences,Non-STEM,$100K-$150K,1,1,3.8,Dropped Out,,2026,4,2.89
S004111,A015199,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$30K-$60K,1,0,3.78,Dropped Out,,2023,1,2.57
S004112,A015201,College Website,C05,2022,Arts & Humanities,Non-STEM,Under $30K,1,0,2.69,Dropped Out,,2023,1,3.1
S004113,A015202,High School Counselor,C05,2022,Computer Science,STEM,Under $30K,1,1,3.09,Enrolled (Active),,,,2.88
S004114,A015203,College Website,C05,2022,Arts & Humanities,Non-STEM,$60K-$100K,0,0,3.66,Enrolled (Active),,,,3.15
S004115,A015204,High School Counselor,C05,2022,Engineering,STEM,$100K-$150K,0,0,3.66,Graduated,2026,,4,3.12
S004116,A015205,College Website,C05,2022,Engineering,STEM,$30K-$60K,1,0,3.5,Dropped Out,,2023,1,2.84
S004117,A015206,Friends / Family / Alumni,C05,2022,Arts & Humanities,Non-STEM,$60K-$100K,0,0,3.45,Dropped Out,,2025,3,3.6
S004118,A015211,Campus Visit / Open House,C05,2022,Engineering,STEM,$60K-$100K,0,0,3.17,Graduated,2026,,4,3.13
S004119,A015212,Friends / Family / Alumni,C05,2022,Psychology,Non-STEM,$30K-$60K,0,0,3.76,Graduated,2026,,4,3.53
S004120,A015216,Friends / Family / Alumni,C05,2022,Social Sciences,Non-STEM,Under $30K,0,0,3.21,Dropped Out,,2024,2,2.13
S004121,A015224,College Website,C05,2022,Arts & Humanities,Non-STEM,Under $30K,1,0,3.54,Dropped Out,,2024,2,2.58
S004122,A015225,Friends / Family / Alumni,C05,2022,Business,Non-STEM,$30K-$60K,0,0,3.33,Graduated,2026,,4,2.74
S004123,A015227,College Website,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,0,2.82,Dropped Out,,2023,1,2.12
S004124,A015235,Social Media,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.22,Dropped Out,,2024,2,2.89
S004125,A015236,College Fair,C05,2022,Social Sciences,Non-STEM,$60K-$100K,1,0,3.94,Graduated,2026,,4,3.5
S004126,A015250,Friends / Family / Alumni,C05,2022,Computer Science,STEM,$30K-$60K,1,0,3.11,Graduated,2026,,4,3.19
S004127,A015257,Campus Visit / Open House,C05,2022,Nursing & Health Sciences,STEM,$30K-$60K,0,1,2.66,Enrolled (Active),,,,2.55
S004128,A015261,College Website,C05,2022,Nursing & Health Sciences,STEM,Under $30K,1,1,2.86,Enrolled (Active),,,,2.5
S004129,A015262,College Fair,C05,2022,Computer Science,STEM,$30K-$60K,0,1,4.0,Enrolled (Active),,,,2.76
S004130,A015265,College Website,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.28,Enrolled (Active),,,,2.76
S004131,A015266,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,0,1,2.93,Enrolled (Active),,,,2.85
S004132,A015276,Online Search / Rankings Sites,C05,2022,Education,Non-STEM,$60K-$100K,0,0,3.95,Graduated,2026,,4,3.34
S004133,A015283,Online Search / Rankings Sites,C05,2022,Business,Non-STEM,$60K-$100K,0,0,3.45,Graduated,2026,,4,2.87
S004134,A015285,Online Search / Rankings Sites,C05,2022,Physical Sciences & Math,STEM,$30K-$60K,1,1,3.2,Graduated,2026,,4,3.57
S004135,A015286,College Website,C05,2022,Psychology,Non-STEM,$60K-$100K,1,1,2.68,Dropped Out,,2025,3,2.83
S004136,A015287,College Website,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.02,Graduated,2026,,4,3.16
S004137,A015289,Online Search / Rankings Sites,C05,2022,Physical Sciences & Math,STEM,$100K-$150K,0,1,2.68,Dropped Out,,2024,2,2.14
S004138,A015293,Online Search / Rankings Sites,C05,2022,Business,Non-STEM,$150K+,0,0,3.41,Enrolled (Active),,,,3.38
S004139,A015294,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,$150K+,0,0,2.88,Graduated,2026,,4,2.51
S004140,A015299,Friends / Family / Alumni,C05,2022,Education,Non-STEM,$30K-$60K,1,0,2.69,Dropped Out,,2024,2,2.61
S004141,A015303,Friends / Family / Alumni,C05,2022,Education,Non-STEM,$30K-$60K,1,0,3.65,Graduated,2026,,4,3.09
S004142,A015304,Campus Visit / Open House,C05,2022,Engineering,STEM,$150K+,0,1,3.9,Enrolled (Active),,,,3.02
S004143,A015307,Campus Visit / Open House,C05,2022,Business,Non-STEM,$30K-$60K,0,0,3.79,Enrolled (Active),,,,2.98
S004144,A015310,Social Media,C05,2022,Computer Science,STEM,Under $30K,0,0,3.55,Enrolled (Active),,,,3.7
S004145,A015320,College Website,C05,2022,Business,Non-STEM,$100K-$150K,0,0,3.3,Dropped Out,,2024,2,1.76
S004146,A015326,College Website,C05,2022,Computer Science,STEM,$150K+,0,1,3.44,Graduated,2026,,4,3.16
S004147,A015327,High School Counselor,C05,2022,Education,Non-STEM,$100K-$150K,0,1,3.96,Dropped Out,,2023,1,3.12
S004148,A015340,Campus Visit / Open House,C05,2022,Physical Sciences & Math,STEM,$60K-$100K,1,1,3.24,Enrolled (Active),,,,2.84
S004149,A015341,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,0,2.87,Dropped Out,,2025,3,2.57
S004150,A015342,Friends / Family / Alumni,C05,2022,Engineering,STEM,$100K-$150K,0,0,3.19,Enrolled (Active),,,,2.92
S004151,A015343,College Website,C05,2022,Social Sciences,Non-STEM,$30K-$60K,1,1,3.0,Dropped Out,,2025,3,2.8
S004152,A015344,Campus Visit / Open House,C05,2022,Education,Non-STEM,Under $30K,0,1,3.65,Graduated,2026,,4,2.5
S004153,A015348,Social Media,C05,2022,Psychology,Non-STEM,Under $30K,0,0,3.36,Graduated,2026,,4,2.6
S004154,A015350,Campus Visit / Open House,C05,2022,Engineering,STEM,$30K-$60K,0,1,3.4,Graduated,2026,,4,3.24
S004155,A015354,College Website,C05,2022,Education,Non-STEM,Under $30K,0,1,3.73,Enrolled (Active),,,,2.7
S004156,A015358,Friends / Family / Alumni,C05,2022,Biology & Life Sciences,STEM,Under $30K,1,0,2.81,Graduated,2026,,4,2.65
S004157,A015359,Campus Visit / Open House,C05,2022,Business,Non-STEM,$100K-$150K,0,0,3.04,Dropped Out,,2023,1,1.96
S004158,A015363,Friends / Family / Alumni,C05,2022,Computer Science,STEM,$150K+,0,1,3.54,Graduated,2026,,4,2.88
S004159,A015364,Campus Visit / Open House,C05,2022,Nursing & Health Sciences,STEM,Under $30K,1,1,3.46,Dropped Out,,2023,1,2.56
S004160,A015370,Campus Visit / Open House,C05,2022,Computer Science,STEM,$60K-$100K,1,0,3.42,Enrolled (Active),,,,2.71
S004161,A015376,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,$150K+,0,1,2.86,Enrolled (Active),,,,2.76
S004162,A015377,Friends / Family / Alumni,C05,2022,Biology & Life Sciences,STEM,$30K-$60K,1,0,3.38,Graduated,2026,,4,3.2
S004163,A015378,College Fair,C05,2022,Engineering,STEM,Under $30K,1,1,3.29,Dropped Out,,2024,2,2.91
S004164,A015379,College Website,C05,2022,Physical Sciences & Math,STEM,$100K-$150K,0,0,3.87,Graduated,2026,,4,3.66
S004165,A015380,College Fair,C05,2022,Computer Science,STEM,$150K+,0,1,3.13,Dropped Out,,2024,2,2.11
S004166,A015387,Friends / Family / Alumni,C05,2022,Business,Non-STEM,$30K-$60K,0,0,2.72,Graduated,2026,,4,2.55
S004167,A015392,Campus Visit / Open House,C05,2022,Business,Non-STEM,$30K-$60K,0,1,2.96,Enrolled (Active),,,,2.64
S004168,A015394,College Website,C05,2022,Business,Non-STEM,Under $30K,1,0,4.0,Dropped Out,,2023,1,3.68
S004169,A015396,College Website,C05,2022,Nursing & Health Sciences,STEM,$150K+,0,0,4.0,Graduated,2026,,4,3.55
S004170,A015398,Online Search / Rankings Sites,C05,2022,Business,Non-STEM,$150K+,0,0,3.25,Dropped Out,,2026,4,2.17
S004171,A015401,Friends / Family / Alumni,C05,2022,Education,Non-STEM,Under $30K,1,1,3.4,Graduated,2026,,4,3.39
S004172,A015405,High School Counselor,C05,2022,Business,Non-STEM,$30K-$60K,0,1,3.06,Graduated,2026,,4,2.9
S004173,A015411,Campus Visit / Open House,C05,2022,Business,Non-STEM,$60K-$100K,0,0,3.65,Dropped Out,,2024,2,2.72
S004174,A015412,Campus Visit / Open House,C05,2022,Social Sciences,Non-STEM,$150K+,0,1,3.79,Enrolled (Active),,,,3.72
S004175,A015418,Campus Visit / Open House,C05,2022,Social Sciences,Non-STEM,$30K-$60K,0,1,3.3,Graduated,2026,,4,2.91
S004176,A015420,College Website,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.47,Graduated,2026,,4,2.77
S004177,A015421,College Website,C05,2022,Nursing & Health Sciences,STEM,Under $30K,1,1,3.62,Dropped Out,,2025,3,3.21
S004178,A015426,Campus Visit / Open House,C05,2022,Engineering,STEM,Under $30K,1,0,3.38,Enrolled (Active),,,,3.18
S004179,A015427,Social Media,C05,2022,Social Sciences,Non-STEM,$30K-$60K,1,0,3.79,Dropped Out,,2023,1,2.53
S004180,A015431,College Website,C05,2022,Engineering,STEM,Under $30K,1,1,3.07,Graduated,2026,,4,3.52
S004181,A015432,Friends / Family / Alumni,C05,2022,Biology & Life Sciences,STEM,Under $30K,1,1,2.85,Dropped Out,,2024,2,1.71
S004182,A015433,Friends / Family / Alumni,C05,2022,Business,Non-STEM,Under $30K,1,0,2.74,Graduated,2026,,4,3.35
S004183,A015435,College Fair,C05,2022,Computer Science,STEM,Under $30K,1,0,3.38,Dropped Out,,2023,1,2.92
