student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,annual_tuition_usd,scholarship_type,annual_scholarship_usd,annual_grant_usd,annual_loan_usd,annual_net_cost_usd,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S000940,A003395,Social Media,C01,2025,Psychology,Non-STEM,Under $30K,0,0,4.0,23720,None,0,0,10500,23720,Enrolled (Active),,,,3.05
S000941,A003398,College Website,C01,2025,Nursing & Health Sciences,STEM,$150K+,0,0,3.71,23290,Merit,11450,0,0,11840,Enrolled (Active),,,,3.03
S000942,A003399,Social Media,C01,2025,Business,Non-STEM,$60K-$100K,0,0,3.39,23280,None,0,0,0,23280,Enrolled (Active),,,,3.45
S000943,A003402,Campus Visit / Open House,C01,2025,Physical Sciences & Math,STEM,$100K-$150K,0,0,3.32,24440,None,0,0,11100,24440,Enrolled (Active),,,,2.86
S000944,A003407,College Fair,C01,2025,Physical Sciences & Math,STEM,$150K+,0,1,2.76,24040,None,0,0,9400,24040,Enrolled (Active),,,,2.97
S000945,A003408,Friends / Family / Alumni,C01,2025,Social Sciences,Non-STEM,$30K-$60K,1,1,3.24,24440,None,0,0,0,24440,Dropped Out,,2026,1,1.9
S000946,A003417,College Website,C01,2025,Engineering,STEM,$60K-$100K,0,0,4.0,23950,Need-Based,9650,0,0,14300,Enrolled (Active),,,,3.99
S000947,A003418,Social Media,C01,2025,Arts & Humanities,Non-STEM,$150K+,0,0,3.32,24070,None,0,0,15600,24070,Enrolled (Active),,,,2.97
S000948,A003432,Social Media,C01,2025,Education,Non-STEM,$30K-$60K,1,1,3.58,23990,Departmental,3800,4800,0,15390,Enrolled (Active),,,,3.22
S000949,A003435,Campus Visit / Open House,C01,2025,Business,Non-STEM,$30K-$60K,0,0,3.49,23620,None,0,0,7800,23620,Enrolled (Active),,,,3.28
S000950,A003455,Advertising / Direct Mail,C01,2025,Computer Science,STEM,Under $30K,0,0,3.39,23300,None,0,5894,8100,17406,Enrolled (Active),,,,3.04
S000951,A003456,College Website,C01,2025,Engineering,STEM,$60K-$100K,0,1,2.72,23190,None,0,0,13600,23190,Enrolled (Active),,,,2.72
S000952,A003459,College Website,C01,2025,Nursing & Health Sciences,STEM,$100K-$150K,1,0,3.57,23770,Need-Based,8850,0,0,14920,Enrolled (Active),,,,3.53
S000953,A003462,Friends / Family / Alumni,C01,2025,Business,Non-STEM,$30K-$60K,1,1,2.98,23850,Merit,10350,0,4300,13500,Enrolled (Active),,,,3.18
S000954,A003464,College Website,C01,2025,Nursing & Health Sciences,STEM,$30K-$60K,1,0,3.71,24130,None,0,2285,14500,21845,Dropped Out,,2026,1,1.91
S000955,A003466,High School Counselor,C01,2025,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.53,23610,Merit,10100,0,0,13510,Enrolled (Active),,,,2.38
S000956,A003469,College Website,C01,2025,Education,Non-STEM,$60K-$100K,0,0,2.96,24070,None,0,0,0,24070,Enrolled (Active),,,,2.85
S000957,A003473,Friends / Family / Alumni,C01,2025,Computer Science,STEM,$150K+,0,0,3.4,23410,None,0,0,7800,23410,Enrolled (Active),,,,2.71
S000958,A003479,High School Counselor,C01,2025,Engineering,STEM,$60K-$100K,0,1,3.53,23490,None,0,0,10100,23490,Enrolled (Active),,,,3.68
S000959,A003481,Campus Visit / Open House,C01,2025,Education,Non-STEM,$30K-$60K,0,0,2.94,23570,None,0,6201,10100,17369,Enrolled (Active),,,,2.6
S000960,A003485,Online Search / Rankings Sites,C01,2025,Social Sciences,Non-STEM,$100K-$150K,0,1,3.64,24250,None,0,0,10800,24250,Enrolled (Active),,,,2.89
S000961,A003486,Social Media,C01,2025,Nursing & Health Sciences,STEM,$150K+,1,0,3.21,24060,None,0,0,0,24060,Enrolled (Active),,,,3.03
S000962,A003490,Online Search / Rankings Sites,C01,2025,Physical Sciences & Math,STEM,$30K-$60K,0,0,3.47,23490,Merit,3900,5506,0,14084,Enrolled (Active),,,,3.1
S000963,A003491,High School Counselor,C01,2025,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.07,23720,None,0,0,11500,23720,Enrolled (Active),,,,3.55
S000964,A003495,High School Counselor,C01,2025,Education,Non-STEM,$60K-$100K,0,1,3.81,23240,Need-Based,6450,0,0,16790,Enrolled (Active),,,,3.33
S000965,A003496,High School Counselor,C01,2025,Business,Non-STEM,Under $30K,0,0,2.94,24190,None,0,5818,6900,18372,Enrolled (Active),,,,2.99
S000966,A003498,College Website,C01,2025,Physical Sciences & Math,STEM,$60K-$100K,0,1,3.61,23340,None,0,0,0,23340,Enrolled (Active),,,,2.97
S000967,A003502,High School Counselor,C01,2025,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.75,24240,Merit,5800,0,9800,18440,Enrolled (Active),,,,3.35
S000968,A003504,Social Media,C01,2025,Business,Non-STEM,$30K-$60K,0,0,4.0,24110,Merit,9150,0,8100,14960,Dropped Out,,2026,1,2.88
S000969,A003507,Campus Visit / Open House,C01,2025,Physical Sciences & Math,STEM,$150K+,0,0,3.68,23630,Need-Based,6100,0,0,17530,Enrolled (Active),,,,3.04
S000970,A003509,College Website,C01,2025,Arts & Humanities,Non-STEM,$100K-$150K,1,0,4.0,23830,Need-Based,10450,0,8500,13380,Enrolled (Active),,,,3.29
S000971,A003519,Campus Visit / Open House,C01,2025,Social Sciences,Non-STEM,$60K-$100K,0,1,3.83,24130,None,0,0,16500,24130,Enrolled (Active),,,,2.97
S000972,A003523,Friends / Family / Alumni,C01,2025,Arts & Humanities,Non-STEM,Under $30K,0,0,2.94,24450,Need-Based,6700,4257,0,13493,Enrolled (Active),,,,2.74
S000973,A003529,Campus Visit / Open House,C01,2025,Psychology,Non-STEM,$60K-$100K,1,1,3.68,24110,Merit,12300,0,0,11810,Dropped Out,,2026,1,2.31
S000974,A003530,Campus Visit / Open House,C01,2025,Education,Non-STEM,Under $30K,0,0,2.82,24570,None,0,3327,11500,21243,Enrolled (Active),,,,2.73
S000975,A003533,Social Media,C01,2025,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.05,23950,None,0,0,0,23950,Enrolled (Active),,,,2.78
S000976,A003548,Campus Visit / Open House,C01,2025,Business,Non-STEM,$100K-$150K,0,0,3.34,23390,Departmental,3900,0,0,19490,Enrolled (Active),,,,2.74
S000977,A003553,Friends / Family / Alumni,C01,2025,Social Sciences,Non-STEM,$100K-$150K,0,1,3.4,24350,None,0,0,12000,24350,Enrolled (Active),,,,2.61
S000978,A003556,High School Counselor,C01,2025,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.69,23150,Departmental,3100,0,0,20050,Enrolled (Active),,,,3.36
S000979,A003558,Campus Visit / Open House,C01,2025,Engineering,STEM,$60K-$100K,0,1,3.63,23610,None,0,0,8300,23610,Enrolled (Active),,,,3.07
S000980,A003560,Friends / Family / Alumni,C01,2025,Arts & Humanities,Non-STEM,$150K+,0,0,2.96,23860,None,0,0,0,23860,Enrolled (Active),,,,2.78
S000981,A003563,Friends / Family / Alumni,C01,2025,Arts & Humanities,Non-STEM,$30K-$60K,0,0,4.0,23350,None,0,2322,0,21028,Enrolled (Active),,,,4.0
S000982,A003573,Friends / Family / Alumni,C01,2025,Nursing & Health Sciences,STEM,$30K-$60K,1,1,3.42,23660,None,0,3490,0,20170,Enrolled (Active),,,,2.94
S000983,A003577,High School Counselor,C01,2025,Arts & Humanities,Non-STEM,Under $30K,1,0,3.63,23480,None,0,0,7500,23480,Enrolled (Active),,,,3.49
S000984,A003583,High School Counselor,C01,2025,Business,Non-STEM,$100K-$150K,0,1,2.85,24240,None,0,0,10900,24240,Enrolled (Active),,,,2.95
S000985,A003589,High School Counselor,C01,2025,Physical Sciences & Math,STEM,$30K-$60K,1,1,3.57,23350,Merit,4600,2835,7200,15915,Enrolled (Active),,,,3.19
S000986,A003592,College Fair,C01,2025,Biology & Life Sciences,STEM,$100K-$150K,0,1,3.35,24560,None,0,0,12100,24560,Enrolled (Active),,,,3.07
S000987,A003601,College Fair,C01,2025,Social Sciences,Non-STEM,Under $30K,1,1,2.71,23540,Merit,5350,0,11600,18190,Dropped Out,,2026,1,2.64
S000988,A003602,College Website,C01,2025,Business,Non-STEM,$60K-$100K,0,1,3.06,23630,None,0,0,13400,23630,Enrolled (Active),,,,3.67
S000989,A003605,Campus Visit / Open House,C01,2025,Nursing & Health Sciences,STEM,$150K+,0,0,3.22,23460,Departmental,4450,0,0,19010,Enrolled (Active),,,,3.67
S000990,A003608,High School Counselor,C01,2025,Education,Non-STEM,$30K-$60K,0,1,3.8,24190,Merit,11150,5827,4100,7213,Enrolled (Active),,,,3.74
S000991,A003610,Online Search / Rankings Sites,C01,2025,Business,Non-STEM,Under $30K,1,0,3.65,24540,None,0,2338,0,22202,Dropped Out,,2026,1,3.17
S000992,A003616,Campus Visit / Open House,C01,2025,Nursing & Health Sciences,STEM,Under $30K,1,0,3.37,23900,Merit,10600,0,0,13300,Enrolled (Active),,,,3.61
S000993,A003618,College Fair,C01,2025,Arts & Humanities,Non-STEM,Under $30K,1,1,3.7,24470,Need-Based,17050,0,0,7420,Enrolled (Active),,,,3.17
S000994,A003627,High School Counselor,C01,2025,Business,Non-STEM,$100K-$150K,0,1,3.28,24320,Merit,10350,0,8500,13970,Enrolled (Active),,,,3.13
S000995,A003630,High School Counselor,C01,2025,Arts & Humanities,Non-STEM,$100K-$150K,0,0,2.18,23650,None,0,0,12300,23650,Enrolled (Active),,,,2.56
S000996,A003632,Friends / Family / Alumni,C01,2025,Engineering,STEM,$30K-$60K,0,0,3.23,23480,None,0,6991,0,16489,Enrolled (Active),,,,3.03
S000997,A003636,Friends / Family / Alumni,C01,2025,Engineering,STEM,$100K-$150K,0,0,3.63,24390,None,0,0,14800,24390,Enrolled (Active),,,,3.06
S000998,A003645,High School Counselor,C01,2025,Engineering,STEM,$100K-$150K,0,1,3.14,23540,None,0,0,16400,23540,Dropped Out,,2026,1,2.56
S000999,A003650,Social Media,C01,2025,Psychology,Non-STEM,$100K-$150K,0,0,3.14,23900,None,0,0,12500,23900,Enrolled (Active),,,,3.55
S001000,A003651,Online Search / Rankings Sites,C01,2025,Computer Science,STEM,Under $30K,1,0,3.07,23290,Need-Based,12350,0,0,10940,Enrolled (Active),,,,3.14
S001001,A003652,Campus Visit / Open House,C01,2025,Social Sciences,Non-STEM,$30K-$60K,1,1,3.05,24330,None,0,0,10200,24330,Enrolled (Active),,,,2.81
S001002,A003654,College Website,C01,2025,Education,Non-STEM,$30K-$60K,0,1,4.0,24400,Merit,11750,2177,0,10473,Enrolled (Active),,,,3.12
S001003,A003655,Social Media,C01,2025,Biology & Life Sciences,STEM,$100K-$150K,0,1,2.7,23590,None,0,0,8600,23590,Enrolled (Active),,,,2.45
S001004,A003656,College Website,C01,2025,Social Sciences,Non-STEM,Under $30K,1,0,2.62,23840,None,0,4982,0,18858,Enrolled (Active),,,,3.05
S001005,A003657,College Fair,C01,2025,Biology & Life Sciences,STEM,$30K-$60K,0,0,3.57,24110,Need-Based,9450,5158,0,9502,Enrolled (Active),,,,2.89
S001006,A003658,Campus Visit / Open House,C01,2025,Computer Science,STEM,$60K-$100K,0,0,2.74,24070,None,0,0,0,24070,Enrolled (Active),,,,2.89
S001007,A003664,Friends / Family / Alumni,C01,2025,Physical Sciences & Math,STEM,Under $30K,1,0,2.73,23700,None,0,3018,12800,20682,Dropped Out,,2026,1,2.28
S001008,A003669,High School Counselor,C01,2025,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.18,23510,None,0,0,16300,23510,Dropped Out,,2026,1,2.47
S001009,A003670,High School Counselor,C01,2025,Psychology,Non-STEM,$150K+,1,0,3.21,23500,None,0,0,14500,23500,Enrolled (Active),,,,3.23
S001010,A003671,College Website,C01,2025,Engineering,STEM,Under $30K,0,0,3.47,23630,None,0,0,14500,23630,Dropped Out,,2026,1,2.56
S001011,A003674,Advertising / Direct Mail,C01,2025,Business,Non-STEM,Under $30K,1,1,2.65,23550,Merit,7550,3531,4800,12469,Enrolled (Active),,,,2.5
S001012,A003675,College Website,C01,2025,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.7,23150,Merit,4500,0,0,18650,Enrolled (Active),,,,3.45
S001013,A003676,High School Counselor,C01,2025,Computer Science,STEM,Under $30K,1,1,3.26,23960,Merit,10700,0,8400,13260,Enrolled (Active),,,,2.58
S001014,A003677,Campus Visit / Open House,C01,2025,Education,Non-STEM,$30K-$60K,1,1,3.75,23600,None,0,5950,12000,17650,Enrolled (Active),,,,2.43
S001015,A003679,Campus Visit / Open House,C01,2025,Nursing & Health Sciences,STEM,$60K-$100K,1,0,3.5,23910,None,0,0,0,23910,Enrolled (Active),,,,3.32
S001016,A003686,High School Counselor,C01,2025,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.24,23690,Athletic,13800,0,0,9890,Enrolled (Active),,,,2.59
S001017,A003688,High School Counselor,C01,2025,Social Sciences,Non-STEM,Under $30K,1,0,2.84,24360,None,0,0,16100,24360,Enrolled (Active),,,,2.6
S001018,A003691,College Website,C01,2025,Psychology,Non-STEM,Under $30K,0,1,3.68,23610,None,0,0,0,23610,Enrolled (Active),,,,2.61
S001019,A003696,High School Counselor,C01,2025,Social Sciences,Non-STEM,$30K-$60K,0,0,3.02,23660,Need-Based,7200,0,8800,16460,Enrolled (Active),,,,3.56
S001020,A003701,Friends / Family / Alumni,C01,2025,Computer Science,STEM,Under $30K,0,0,3.37,24180,Merit,9400,3067,0,11713,Enrolled (Active),,,,3.17
S001021,A003706,Social Media,C01,2025,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.33,24330,Athletic,12200,0,0,12130,Enrolled (Active),,,,3.13
S001022,A003708,Friends / Family / Alumni,C01,2025,Computer Science,STEM,Under $30K,1,0,3.4,24400,Merit,6900,0,5500,17500,Dropped Out,,2026,1,2.23
S001023,A003717,Campus Visit / Open House,C02,2018,Computer Science,STEM,$150K+,0,1,3.54,38370,Departmental,7600,0,11900,30770,Dropped Out,,2019,1,2.0
S001024,A003718,Campus Visit / Open House,C02,2018,Education,Non-STEM,$30K-$60K,0,1,2.98,38720,Athletic,20450,0,9000,18270,Graduated,2024,,6,2.75
S001025,A003719,High School Counselor,C02,2018,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.59,38120,None,0,0,19300,38120,Dropped Out,,2019,1,3.42
S001026,A003720,Online Search / Rankings Sites,C02,2018,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.1,37680,None,0,0,0,37680,Dropped Out,,2021,3,2.09
S001027,A003728,College Website,C02,2018,Computer Science,STEM,$30K-$60K,0,1,3.99,37930,Merit,10200,3385,0,24345,Graduated,2022,,4,3.05
S001028,A003735,Campus Visit / Open House,C02,2018,Computer Science,STEM,Under $30K,0,0,3.74,36970,Merit,14950,3111,11300,18909,Graduated,2023,,5,3.48
S001029,A003737,Campus Visit / Open House,C02,2018,Psychology,Non-STEM,Under $30K,1,0,3.7,37450,Athletic,13650,0,13100,23800,Graduated,2023,,5,3.05
S001030,A003742,Social Media,C02,2018,Business,Non-STEM,Under $30K,1,0,3.75,36710,Merit,10750,0,8800,25960,Graduated,2022,,4,2.26
S001031,A003745,Friends / Family / Alumni,C02,2018,Computer Science,STEM,$60K-$100K,0,0,3.97,36680,Merit,19050,0,0,17630,Graduated,2023,,5,3.53
S001032,A003746,Social Media,C02,2018,Business,Non-STEM,$30K-$60K,1,0,3.01,38360,None,0,5696,0,32664,Graduated,2022,,4,2.67
S001033,A003753,College Website,C02,2018,Nursing & Health Sciences,STEM,$100K-$150K,1,0,2.48,37080,Athletic,17400,0,12400,19680,Graduated,2022,,4,2.71
S001034,A003758,High School Counselor,C02,2018,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.62,37350,Need-Based,10550,0,11700,26800,Graduated,2022,,4,3.43
S001035,A003760,Campus Visit / Open House,C02,2018,Biology & Life Sciences,STEM,Under $30K,1,1,3.11,38450,Athletic,17450,2562,0,18438,Graduated,2022,,4,2.88
S001036,A003766,Campus Visit / Open House,C02,2018,Business,Non-STEM,$100K-$150K,1,0,3.25,37680,None,0,0,0,37680,Graduated,2023,,5,2.3
S001037,A003772,High School Counselor,C02,2018,Engineering,STEM,$100K-$150K,0,0,3.84,38090,Merit,14950,0,0,23140,Graduated,2022,,4,3.09
S001038,A003773,Friends / Family / Alumni,C02,2018,Biology & Life Sciences,STEM,$60K-$100K,1,0,2.79,38470,Departmental,3650,0,19900,34820,Dropped Out,,2020,2,2.63
S001039,A003774,College Website,C02,2018,Computer Science,STEM,$100K-$150K,1,0,4.0,38460,Merit,17000,0,0,21460,Graduated,2022,,4,2.23
S001040,A003778,Friends / Family / Alumni,C02,2018,Business,Non-STEM,Under $30K,1,1,3.01,38260,None,0,6377,0,31883,Dropped Out,,2020,2,2.16
S001041,A003781,Social Media,C02,2018,Education,Non-STEM,Under $30K,0,0,3.51,38120,None,0,2628,0,35492,Graduated,2022,,4,2.52
S001042,A003786,College Fair,C02,2018,Business,Non-STEM,$30K-$60K,0,1,3.36,38230,Need-Based,14200,5057,7900,18973,Graduated,2022,,4,3.3
S001043,A003788,Campus Visit / Open House,C02,2018,Computer Science,STEM,$30K-$60K,0,1,3.25,38360,Need-Based,14300,5579,0,18481,Graduated,2022,,4,2.84
S001044,A003791,Friends / Family / Alumni,C02,2018,Computer Science,STEM,$60K-$100K,0,0,3.63,37620,Merit,7650,0,0,29970,Graduated,2022,,4,2.76
S001045,A003792,High School Counselor,C02,2018,Physical Sciences & Math,STEM,$100K-$150K,0,0,3.19,37200,Athletic,23050,0,7100,14150,Dropped Out,,2021,3,2.35
S001046,A003799,High School Counselor,C02,2018,Business,Non-STEM,$60K-$100K,0,0,3.49,36540,Need-Based,7700,0,0,28840,Dropped Out,,2020,2,3.34
S001047,A003802,Friends / Family / Alumni,C02,2018,Computer Science,STEM,$100K-$150K,0,1,3.67,37270,None,0,0,0,37270,Dropped Out,,2020,2,2.51
S001048,A003816,Friends / Family / Alumni,C02,2018,Engineering,STEM,Under $30K,1,0,3.4,36880,Merit,14650,0,0,22230,Graduated,2022,,4,3.05
S001049,A003826,College Website,C02,2018,Social Sciences,Non-STEM,$100K-$150K,0,0,3.47,38740,Merit,15250,0,14500,23490,Graduated,2022,,4,2.76
S001050,A003835,College Fair,C02,2018,Business,Non-STEM,$60K-$100K,1,0,3.42,38490,Merit,15750,0,10300,22740,Graduated,2022,,4,3.43
S001051,A003843,High School Counselor,C02,2018,Biology & Life Sciences,STEM,Under $30K,0,0,2.75,36570,Departmental,6650,6690,9900,23230,Graduated,2022,,4,2.51
S001052,A003845,College Website,C02,2018,Education,Non-STEM,Under $30K,1,1,2.86,38440,Need-Based,11550,4461,10700,22429,Graduated,2023,,5,2.95
S001053,A003847,College Website,C02,2018,Business,Non-STEM,$30K-$60K,1,1,3.69,37500,Need-Based,17350,3919,6000,16231,Graduated,2022,,4,2.74
S001054,A003849,College Website,C02,2018,Computer Science,STEM,$100K-$150K,1,0,2.97,38570,None,0,0,0,38570,Graduated,2022,,4,2.42
S001055,A003854,Advertising / Direct Mail,C02,2018,Physical Sciences & Math,STEM,$100K-$150K,0,1,2.95,38350,Merit,5750,0,13600,32600,Dropped Out,,2019,1,2.71
S001056,A003856,Friends / Family / Alumni,C02,2018,Nursing & Health Sciences,STEM,Under $30K,0,0,2.85,37290,Need-Based,14400,6859,5300,16031,Graduated,2023,,5,3.17
S001057,A003863,College Website,C02,2018,Arts & Humanities,Non-STEM,$150K+,0,0,2.93,37720,Departmental,5300,0,21300,32420,Graduated,2022,,4,2.89
S001058,A003865,Campus Visit / Open House,C02,2018,Arts & Humanities,Non-STEM,Under $30K,0,0,3.1,38100,None,0,4362,21900,33738,Dropped Out,,2019,1,2.07
S001059,A003871,College Website,C02,2018,Computer Science,STEM,$30K-$60K,0,0,3.8,38450,Merit,15350,3906,11200,19194,Graduated,2023,,5,3.71
S001060,A003874,Campus Visit / Open House,C02,2018,Education,Non-STEM,$150K+,0,0,3.52,37970,Departmental,3500,0,11500,34470,Graduated,2022,,4,2.73
S001061,A003877,College Fair,C02,2018,Biology & Life Sciences,STEM,Under $30K,1,1,3.19,36520,None,0,0,12000,36520,Graduated,2022,,4,3.28
S001062,A003887,Friends / Family / Alumni,C02,2018,Arts & Humanities,Non-STEM,$30K-$60K,1,1,2.77,36890,Need-Based,20400,2359,6900,14131,Graduated,2022,,4,2.68
S001063,A003892,High School Counselor,C02,2018,Physical Sciences & Math,STEM,$60K-$100K,0,1,3.02,37210,None,0,0,17300,37210,Graduated,2022,,4,3.47
S001064,A003893,Friends / Family / Alumni,C02,2018,Business,Non-STEM,$30K-$60K,0,1,3.55,37390,Need-Based,13000,6799,0,17591,Graduated,2022,,4,3.68
S001065,A003900,College Website,C02,2018,Biology & Life Sciences,STEM,Under $30K,1,0,3.35,36700,Need-Based,20350,0,10000,16350,Graduated,2022,,4,3.06
S001066,A003902,Campus Visit / Open House,C02,2018,Engineering,STEM,$30K-$60K,1,0,3.18,37780,Need-Based,9550,0,0,28230,Dropped Out,,2020,2,2.17
S001067,A003903,College Website,C02,2018,Computer Science,STEM,$60K-$100K,0,0,3.21,37200,None,0,0,15500,37200,Graduated,2023,,5,3.43
S001068,A003909,Friends / Family / Alumni,C02,2018,Social Sciences,Non-STEM,$150K+,0,0,3.54,37280,Merit,6500,0,13500,30780,Graduated,2024,,6,2.81
S001069,A003911,College Website,C02,2018,Biology & Life Sciences,STEM,Under $30K,1,0,3.25,38610,Need-Based,8350,2802,0,27458,Graduated,2022,,4,3.4
S001070,A003919,College Fair,C02,2018,Education,Non-STEM,$60K-$100K,0,1,3.68,38560,Need-Based,14700,0,12900,23860,Graduated,2022,,4,3.14
S001071,A003926,Friends / Family / Alumni,C02,2018,Business,Non-STEM,$60K-$100K,0,0,3.02,37020,Merit,16850,0,13300,20170,Graduated,2022,,4,3.09
S001072,A003928,College Website,C02,2019,Nursing & Health Sciences,STEM,$100K-$150K,1,0,3.16,38390,None,0,0,0,38390,Dropped Out,,2021,2,2.53
S001073,A003937,High School Counselor,C02,2019,Education,Non-STEM,$150K+,0,0,4.0,38140,Merit,19100,0,12200,19040,Dropped Out,,2021,2,1.55
S001074,A003945,Online Search / Rankings Sites,C02,2019,Engineering,STEM,$30K-$60K,0,0,3.79,39760,Merit,15800,6008,0,17952,Graduated,2023,,4,2.2
S001075,A003959,High School Counselor,C02,2019,Physical Sciences & Math,STEM,$100K-$150K,0,0,3.08,37670,None,0,0,0,37670,Graduated,2024,,5,3.47
S001076,A003960,College Website,C02,2019,Nursing & Health Sciences,STEM,Under $30K,0,1,3.13,39120,Merit,14150,3665,0,21305,Graduated,2023,,4,1.86
S001077,A003962,Friends / Family / Alumni,C02,2019,Psychology,Non-STEM,Under $30K,1,0,2.57,39100,Need-Based,21550,3586,9600,13964,Dropped Out,,2021,2,2.12
S001078,A003964,High School Counselor,C02,2019,Computer Science,STEM,$60K-$100K,0,1,3.25,39100,Departmental,5800,0,0,33300,Graduated,2024,,5,3.0
S001079,A003972,Social Media,C02,2019,Arts & Humanities,Non-STEM,$30K-$60K,1,1,2.73,39750,Need-Based,21550,0,10100,18200,Graduated,2023,,4,3.4
S001080,A003977,College Website,C02,2019,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.44,38490,Departmental,2300,0,21700,36190,Graduated,2024,,5,3.2
S001081,A003988,High School Counselor,C02,2019,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.48,38170,Need-Based,7850,0,0,30320,Dropped Out,,2020,1,3.08
S001082,A003989,Advertising / Direct Mail,C02,2019,Business,Non-STEM,$150K+,0,1,2.94,39780,None,0,0,24700,39780,Dropped Out,,2021,2,1.76
S001083,A003992,High School Counselor,C02,2019,Physical Sciences & Math,STEM,$150K+,0,1,3.31,37910,Departmental,9400,0,0,28510,Graduated,2023,,4,3.53
S001084,A004002,Campus Visit / Open House,C02,2019,Computer Science,STEM,Under $30K,1,0,3.57,38970,Departmental,7450,2180,0,29340,Graduated,2023,,4,3.13
S001085,A004003,College Fair,C02,2019,Engineering,STEM,Under $30K,1,1,3.39,37950,Athletic,12100,3375,0,22475,Graduated,2023,,4,3.3
S001086,A004007,College Website,C02,2019,Education,Non-STEM,$100K-$150K,1,0,3.47,39310,Merit,19600,0,7600,19710,Graduated,2024,,5,3.31
S001087,A004010,Friends / Family / Alumni,C02,2019,Psychology,Non-STEM,Under $30K,0,0,3.1,37780,Need-Based,23650,0,0,14130,Graduated,2023,,4,3.11
S001088,A004015,College Website,C02,2019,Biology & Life Sciences,STEM,$100K-$150K,0,1,2.77,39820,Merit,11450,0,0,28370,Graduated,2023,,4,2.89
S001089,A004021,College Fair,C02,2019,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.51,37840,Merit,16050,0,0,21790,Graduated,2024,,5,3.34
S001090,A004030,College Website,C02,2019,Education,Non-STEM,$30K-$60K,0,0,4.0,39510,Merit,13050,0,15900,26460,Graduated,2023,,4,3.9
S001091,A004036,College Website,C02,2019,Engineering,STEM,$60K-$100K,0,0,2.78,39160,None,0,0,27300,39160,Dropped Out,,2020,1,2.62
S001092,A004040,Friends / Family / Alumni,C02,2019,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.39,39010,None,0,0,0,39010,Dropped Out,,2022,3,2.05
S001093,A004041,Friends / Family / Alumni,C02,2019,Computer Science,STEM,$150K+,0,0,2.75,38260,Merit,18650,0,10300,19610,Dropped Out,,2023,4,3.26
S001094,A004059,Friends / Family / Alumni,C02,2019,Engineering,STEM,$30K-$60K,0,0,2.96,37890,None,0,0,13800,37890,Graduated,2023,,4,3.5
S001095,A004062,College Fair,C02,2019,Physical Sciences & Math,STEM,$30K-$60K,0,0,2.79,39470,Departmental,2950,4336,14300,32184,Dropped Out,,2020,1,2.13
S001096,A004067,College Website,C02,2019,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.53,39670,Departmental,8950,0,16200,30720,Graduated,2023,,4,2.43
S001097,A004068,College Website,C02,2019,Engineering,STEM,Under $30K,0,1,2.93,38450,None,0,0,0,38450,Graduated,2025,,6,3.49
S001098,A004070,Social Media,C02,2019,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.37,39600,Merit,21150,0,0,18450,Graduated,2023,,4,3.05
S001099,A004074,College Website,C02,2019,Social Sciences,Non-STEM,Under $30K,0,0,4.0,38350,Merit,13400,3978,0,20972,Dropped Out,,2020,1,3.11
S001100,A004078,High School Counselor,C02,2019,Computer Science,STEM,$150K+,0,0,3.09,37990,None,0,0,0,37990,Dropped Out,,2022,3,2.48
S001101,A004079,College Fair,C02,2019,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.4,38780,None,0,0,24000,38780,Graduated,2023,,4,2.94
S001102,A004080,College Website,C02,2019,Computer Science,STEM,$100K-$150K,1,1,4.0,37590,Merit,13550,0,8000,24040,Graduated,2024,,5,3.25
S001103,A004086,Social Media,C02,2019,Engineering,STEM,$30K-$60K,0,1,2.77,37730,None,0,5545,0,32185,Graduated,2025,,6,3.23
S001104,A004090,Campus Visit / Open House,C02,2019,Education,Non-STEM,$150K+,1,1,3.57,39260,None,0,0,16000,39260,Dropped Out,,2021,2,2.57
S001105,A004093,College Website,C02,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,0,3.3,39450,Merit,12200,0,0,27250,Dropped Out,,2020,1,1.97
S001106,A004095,College Website,C02,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,1,4.0,38390,Merit,5950,0,0,32440,Graduated,2023,,4,3.13
S001107,A004100,High School Counselor,C02,2019,Engineering,STEM,$60K-$100K,0,1,4.0,39340,Merit,21450,0,11900,17890,Graduated,2024,,5,3.53
