application_id,college_id,application_year,discovery_channel,applicant_state,intended_field,admitted_flag,enrolled_flag
A009153,C03,2023,Campus Visit / Open House,AZ,Biology & Life Sciences,0,0
A009154,C03,2023,Online Search / Rankings Sites,OR,Computer Science,1,0
A009155,C03,2023,Social Media,OR,Social Sciences,1,0
A009156,C03,2023,Advertising / Direct Mail,OR,Social Sciences,0,0
A009157,C03,2023,Social Media,OR,Nursing & Health Sciences,1,0
A009158,C03,2023,College Website,GA,Computer Science,1,0
A009159,C03,2023,Social Media,OR,Computer Science,1,0
A009160,C03,2023,College Fair,OR,Engineering,0,0
A009161,C03,2023,Online Search / Rankings Sites,OR,Social Sciences,1,0
A009162,C03,2023,Social Media,AZ,Arts & Humanities,1,0
A009163,C03,2023,College Website,OR,Arts & Humanities,1,0
A009164,C03,2023,Social Media,NJ,Psychology,1,0
A009165,C03,2023,College Website,OR,Education,1,0
A009166,C03,2023,College Website,OR,Business,1,1
A009167,C03,2023,Campus Visit / Open House,OR,Nursing & Health Sciences,1,1
A009168,C03,2023,College Website,PA,Biology & Life Sciences,1,1
A009169,C03,2023,High School Counselor,MN,Computer Science,1,0
A009170,C03,2023,Online Search / Rankings Sites,OR,Arts & Humanities,1,1
A009171,C03,2023,Social Media,OR,Education,0,0
A009172,C03,2023,Friends / Family / Alumni,OR,Engineering,0,0
A009173,C03,2023,College Fair,OR,Nursing & Health Sciences,1,0
A009174,C03,2023,Campus Visit / Open House,MA,Business,1,1
A009175,C03,2023,Social Media,OR,Engineering,1,0
A009176,C03,2023,Friends / Family / Alumni,OR,Psychology,1,1
A009177,C03,2023,Campus Visit / Open House,NC,Arts & Humanities,1,0
A009178,C03,2023,High School Counselor,OR,Business,1,0
A009179,C03,2023,Friends / Family / Alumni,OR,Education,1,0
A009180,C03,2023,College Fair,OR,Social Sciences,1,1
A009181,C03,2023,High School Counselor,OR,Engineering,1,1
A009182,C03,2023,Social Media,TN,Nursing & Health Sciences,1,0
A009183,C03,2023,Social Media,PA,Nursing & Health Sciences,1,0
A009184,C03,2023,Online Search / Rankings Sites,OR,Psychology,1,1
A009185,C03,2023,Friends / Family / Alumni,OR,Arts & Humanities,1,1
A009186,C03,2023,College Website,OR,Psychology,1,0
A009187,C03,2023,Social Media,OR,Education,1,0
A009188,C03,2023,Online Search / Rankings Sites,FL,Biology & Life Sciences,1,0
A009189,C03,2023,High School Counselor,OR,Business,1,0
A009190,C03,2023,Friends / Family / Alumni,PA,Nursing & Health Sciences,1,0
A009191,C03,2023,Social Media,OR,Education,1,0
A009192,C03,2023,High School Counselor,OR,Computer Science,1,0
A009193,C03,2023,Social Media,WI,Arts & Humanities,0,0
A009194,C03,2023,High School Counselor,OR,Engineering,1,0
A009195,C03,2023,Campus Visit / Open House,CA,Business,1,1
A009196,C03,2023,Friends / Family / Alumni,WA,Psychology,0,0
A009197,C03,2023,Social Media,NJ,Psychology,1,0
A009198,C03,2023,Online Search / Rankings Sites,OR,Social Sciences,1,0
A009199,C03,2023,College Website,WA,Nursing & Health Sciences,1,0
A009200,C03,2023,Friends / Family / Alumni,OR,Nursing & Health Sciences,1,1
A009201,C03,2023,College Website,NY,Biology & Life Sciences,1,0
A009202,C03,2023,Friends / Family / Alumni,IL,Biology & Life Sciences,1,0
A009203,C03,2023,Online Search / Rankings Sites,FL,Nursing & Health Sciences,1,0
A009204,C03,2023,Friends / Family / Alumni,NC,Computer Science,1,1
A009205,C03,2023,Social Media,NC,Psychology,1,0
A009206,C03,2023,College Website,OR,Biology & Life Sciences,0,0
A009207,C03,2023,Online Search / Rankings Sites,NY,Business,1,0
A009208,C03,2023,Campus Visit / Open House,IL,Arts & Humanities,1,1
A009209,C03,2023,College Website,OR,Nursing & Health Sciences,1,0
A009210,C03,2023,College Website,OR,Business,1,0
A009211,C03,2023,Friends / Family / Alumni,OR,Nursing & Health Sciences,1,0
A009212,C03,2023,College Fair,NC,Business,1,0
A009213,C03,2023,College Fair,MN,Social Sciences,0,0
A009214,C03,2023,Social Media,IL,Nursing & Health Sciences,1,0
A009215,C03,2023,Social Media,OR,Nursing & Health Sciences,0,0
A009216,C03,2023,Online Search / Rankings Sites,NC,Business,1,0
A009217,C03,2023,Social Media,OR,Nursing & Health Sciences,1,0
A009218,C03,2023,High School Counselor,NJ,Computer Science,0,0
A009219,C03,2023,Online Search / Rankings Sites,NJ,Business,0,0
A009220,C03,2023,Advertising / Direct Mail,OR,Engineering,1,1
A009221,C03,2023,Social Media,OR,Education,1,1
A009222,C03,2023,Social Media,CO,Computer Science,1,1
A009223,C03,2023,Online Search / Rankings Sites,AZ,Nursing & Health Sciences,1,0
A009224,C03,2023,Friends / Family / Alumni,OH,Biology & Life Sciences,0,0
A009225,C03,2023,College Website,OR,Nursing & Health Sciences,1,0
A009226,C03,2023,Online Search / Rankings Sites,OR,Nursing & Health Sciences,1,0
A009227,C03,2023,Friends / Family / Alumni,OR,Engineering,1,1
A009228,C03,2023,Friends / Family / Alumni,OR,Business,1,0
A009229,C03,2023,High School Counselor,OR,Nursing & Health Sciences,0,0
A009230,C03,2023,College Website,OR,Engineering,1,0
A009231,C03,2023,Campus Visit / Open House,OH,Computer Science,1,1
A009232,C03,2023,Campus Visit / Open House,IL,Business,1,0
A009233,C03,2023,High School Counselor,OR,Nursing & Health Sciences,1,0
A009234,C03,2023,Friends / Family / Alumni,OR,Arts & Humanities,1,0
A009235,C03,2023,High School Counselor,CA,Psychology,1,0
A009236,C03,2023,High School Counselor,OR,Social Sciences,1,1
A009237,C03,2023,Campus Visit / Open House,OR,Computer Science,1,0
A009238,C03,2023,Friends / Family / Alumni,NY,Biology & Life Sciences,0,0
A009239,C03,2023,Friends / Family / Alumni,OR,Social Sciences,1,0
A009240,C03,2023,High School Counselor,IL,Engineering,1,0
A009241,C03,2023,Campus Visit / Open House,MI,Education,1,1
A009242,C03,2023,Campus Visit / Open House,OR,Education,1,1
A009243,C03,2023,Social Media,OR,Business,0,0
A009244,C03,2023,Friends / Family / Alumni,OR,Engineering,1,1
A009245,C03,2023,Friends / Family / Alumni,VA,Business,0,0
A009246,C03,2023,Online Search / Rankings Sites,OR,Biology & Life Sciences,1,0
A009247,C03,2023,Friends / Family / Alumni,OR,Education,1,1
A009248,C03,2023,High School Counselor,IL,Biology & Life Sciences,1,1
A009249,C03,2023,Campus Visit / Open House,OR,Engineering,1,0
A009250,C03,2023,High School Counselor,OR,Computer Science,1,1
A009251,C03,2023,Campus Visit / Open House,TX,Social Sciences,0,0
A009252,C03,2023,College Website,OR,Biology & Life Sciences,0,0
A009253,C03,2023,College Website,TX,Biology & Life Sciences,1,0
A009254,C03,2023,College Website,OR,Psychology,0,0
A009255,C03,2023,College Website,OR,Social Sciences,1,1
A009256,C03,2023,College Fair,OR,Psychology,0,0
A009257,C03,2023,Social Media,NC,Social Sciences,0,0
A009258,C03,2023,High School Counselor,TX,Psychology,0,0
A009259,C03,2023,Campus Visit / Open House,NC,Arts & Humanities,1,1
A009260,C03,2023,Social Media,OR,Social Sciences,1,0
A009261,C03,2023,Advertising / Direct Mail,OR,Biology & Life Sciences,1,0
A009262,C03,2023,High School Counselor,OR,Arts & Humanities,1,1
A009263,C03,2023,College Fair,IL,Arts & Humanities,1,0
A009264,C03,2023,Online Search / Rankings Sites,OR,Engineering,0,0
A009265,C03,2023,Friends / Family / Alumni,OR,Education,1,1
A009266,C03,2023,Social Media,OR,Physical Sciences & Math,1,1
A009267,C03,2023,Campus Visit / Open House,OR,Business,1,1
A009268,C03,2023,College Website,OR,Computer Science,1,1
A009269,C03,2023,Friends / Family / Alumni,OR,Computer Science,1,1
A009270,C03,2023,Online Search / Rankings Sites,GA,Psychology,0,0
A009271,C03,2023,Friends / Family / Alumni,WA,Physical Sciences & Math,0,0
A009272,C03,2023,College Website,NC,Engineering,1,0
A009273,C03,2023,College Website,OR,Social Sciences,1,0
A009274,C03,2023,High School Counselor,OR,Education,1,1
A009275,C03,2023,Advertising / Direct Mail,OR,Social Sciences,1,0
A009276,C03,2023,College Website,WI,Biology & Life Sciences,1,1
A009277,C03,2023,Campus Visit / Open House,WA,Biology & Life Sciences,1,1
A009278,C03,2023,Social Media,OR,Business,1,1
A009279,C03,2023,College Website,OR,Nursing & Health Sciences,1,0
A009280,C03,2023,College Website,OR,Engineering,1,1
A009281,C03,2023,College Website,VA,Business,0,0
A009282,C03,2023,Social Media,OH,Psychology,0,0
A009283,C03,2023,Campus Visit / Open House,CO,Arts & Humanities,1,1
A009284,C03,2023,College Website,NJ,Business,1,0
A009285,C03,2023,Social Media,OR,Psychology,1,1
A009286,C03,2023,Friends / Family / Alumni,OR,Nursing & Health Sciences,0,0
A009287,C03,2023,Friends / Family / Alumni,OR,Engineering,0,0
A009288,C03,2023,Friends / Family / Alumni,FL,Business,1,1
A009289,C03,2023,Social Media,WA,Engineering,1,1
A009290,C03,2023,Friends / Family / Alumni,OR,Arts & Humanities,0,0
A009291,C03,2023,College Website,OR,Computer Science,1,0
A009292,C03,2023,College Website,OR,Nursing & Health Sciences,1,0
A009293,C03,2023,Friends / Family / Alumni,OR,Business,1,0
A009294,C03,2023,Campus Visit / Open House,OR,Arts & Humanities,1,0
A009295,C03,2023,Campus Visit / Open House,NC,Computer Science,1,1
A009296,C03,2023,College Website,OR,Arts & Humanities,1,1
A009297,C03,2023,Online Search / Rankings Sites,FL,Biology & Life Sciences,1,0
A009298,C03,2023,College Fair,OR,Biology & Life Sciences,1,0
A009299,C03,2023,College Website,OR,Computer Science,0,0
A009300,C03,2023,Campus Visit / Open House,MN,Education,1,0
A009301,C03,2023,Campus Visit / Open House,OR,Education,1,0
A009302,C03,2023,College Website,GA,Nursing & Health Sciences,1,0
A009303,C03,2023,Campus Visit / Open House,OH,Computer Science,0,0
A009304,C03,2023,Campus Visit / Open House,OR,Business,1,1
A009305,C03,2023,Friends / Family / Alumni,WA,Arts & Humanities,1,0
A009306,C03,2023,Advertising / Direct Mail,OR,Social Sciences,1,0
A009307,C03,2023,College Website,OR,Engineering,1,0
A009308,C03,2023,Campus Visit / Open House,FL,Computer Science,0,0
A009309,C03,2023,Friends / Family / Alumni,OR,Computer Science,1,0
A009310,C03,2023,Campus Visit / Open House,OR,Arts & Humanities,1,1
A009311,C03,2023,College Website,OR,Computer Science,1,0
A009312,C03,2023,College Website,PA,Nursing & Health Sciences,1,0
A009313,C03,2023,Social Media,OR,Social Sciences,0,0
A009314,C03,2023,College Website,OR,Nursing & Health Sciences,1,0
A009315,C03,2023,College Website,NC,Psychology,0,0
A009316,C03,2023,Friends / Family / Alumni,GA,Biology & Life Sciences,1,0
A009317,C03,2023,High School Counselor,AZ,Education,1,0
A009318,C03,2023,Online Search / Rankings Sites,OR,Biology & Life Sciences,0,0
A009319,C03,2023,Social Media,TX,Business,0,0
A009320,C03,2023,College Website,OR,Arts & Humanities,1,0
A009321,C03,2023,College Website,OR,Arts & Humanities,0,0
A009322,C03,2023,Online Search / Rankings Sites,OR,Computer Science,1,0
A009323,C03,2023,College Website,OR,Psychology,0,0
A009324,C03,2023,Campus Visit / Open House,OR,Biology & Life Sciences,1,1
A009325,C03,2023,Campus Visit / Open House,TN,Biology & Life Sciences,1,0
A009326,C03,2023,Advertising / Direct Mail,OR,Nursing & Health Sciences,0,0
A009327,C03,2023,Advertising / Direct Mail,OR,Computer Science,1,0
A009328,C03,2023,Friends / Family / Alumni,MI,Business,1,1
A009329,C03,2023,Campus Visit / Open House,OR,Education,0,0
A009330,C03,2023,College Website,OR,Arts & Humanities,1,0
A009331,C03,2023,College Website,OR,Nursing & Health Sciences,1,0
A009332,C03,2023,College Website,OR,Social Sciences,1,0
A009333,C03,2023,Online Search / Rankings Sites,MA,Nursing & Health Sciences,1,0
A009334,C03,2023,Social Media,OR,Nursing & Health Sciences,1,0
A009335,C03,2023,College Website,OR,Nursing & Health Sciences,1,1
A009336,C03,2023,Friends / Family / Alumni,OR,Computer Science,1,1
A009337,C03,2023,College Website,OR,Education,1,0
A009338,C03,2023,Social Media,OR,Engineering,1,0
A009339,C03,2023,College Website,OR,Arts & Humanities,1,0
A009340,C03,2023,High School Counselor,OR,Computer Science,1,0
A009341,C03,2023,Campus Visit / Open House,NJ,Business,0,0
A009342,C03,2023,College Website,OR,Computer Science,1,1
A009343,C03,2023,Online Search / Rankings Sites,OR,Psychology,0,0
A009344,C03,2023,Online Search / Rankings Sites,TX,Biology & Life Sciences,1,1
A009345,C03,2023,High School Counselor,OR,Computer Science,0,0
A009346,C03,2023,Friends / Family / Alumni,OR,Business,0,0
A009347,C03,2023,College Website,TX,Social Sciences,1,0
A009348,C03,2023,High School Counselor,OR,Engineering,1,0
A009349,C03,2023,Campus Visit / Open House,WA,Physical Sciences & Math,1,1
A009350,C03,2023,College Website,CA,Computer Science,1,0
A009351,C03,2023,High School Counselor,OR,Business,1,0
A009352,C03,2023,Friends / Family / Alumni,OR,Arts & Humanities,1,1
A009353,C03,2023,Friends / Family / Alumni,OR,Business,1,0
A009354,C03,2023,High School Counselor,OR,Business,0,0
A009355,C03,2023,High School Counselor,OR,Social Sciences,1,0
A009356,C03,2023,Social Media,AZ,Engineering,0,0
A009357,C03,2023,Online Search / Rankings Sites,OR,Computer Science,0,0
A009358,C03,2023,College Website,NJ,Computer Science,1,0
A009359,C03,2023,High School Counselor,OR,Education,1,0
A009360,C03,2023,Online Search / Rankings Sites,MN,Biology & Life Sciences,1,0
A009361,C03,2023,Social Media,OR,Social Sciences,0,0
A009362,C03,2023,Friends / Family / Alumni,OR,Physical Sciences & Math,0,0
A009363,C03,2023,High School Counselor,OR,Social Sciences,1,0
A009364,C03,2023,Online Search / Rankings Sites,OR,Business,0,0
A009365,C03,2023,Online Search / Rankings Sites,MI,Education,1,0
A009366,C03,2023,High School Counselor,NY,Arts & Humanities,1,0
A009367,C03,2023,College Website,OR,Computer Science,1,0
A009368,C03,2023,Social Media,OR,Psychology,0,0
A009369,C03,2023,College Website,VA,Computer Science,1,1
A009370,C03,2023,Campus Visit / Open House,OR,Nursing & Health Sciences,1,0
A009371,C03,2023,High School Counselor,TX,Social Sciences,1,0
A009372,C03,2023,High School Counselor,OR,Computer Science,1,1
A009373,C03,2023,College Fair,OR,Engineering,0,0
A009374,C03,2023,College Website,OR,Computer Science,1,0
A009375,C03,2023,Campus Visit / Open House,OR,Biology & Life Sciences,1,0
A009376,C03,2023,Social Media,MA,Social Sciences,1,1
A009377,C03,2023,Social Media,OR,Arts & Humanities,1,1
A009378,C03,2023,Campus Visit / Open House,OR,Social Sciences,1,1
A009379,C03,2023,College Website,OR,Physical Sciences & Math,1,0
A009380,C03,2023,Campus Visit / Open House,CO,Business,0,0
A009381,C03,2023,Online Search / Rankings Sites,PA,Business,1,0
A009382,C03,2023,Campus Visit / Open House,OR,Education,1,0
A009383,C03,2023,High School Counselor,OH,Psychology,1,0
A009384,C03,2023,Online Search / Rankings Sites,OR,Arts & Humanities,1,0
A009385,C03,2023,College Website,OR,Psychology,1,0
A009386,C03,2023,Online Search / Rankings Sites,OR,Nursing & Health Sciences,1,0
A009387,C03,2023,Friends / Family / Alumni,OR,Psychology,0,0
A009388,C03,2023,High School Counselor,OR,Business,1,1
A009389,C03,2023,Online Search / Rankings Sites,OR,Computer Science,1,0
A009390,C03,2023,College Website,IL,Social Sciences,1,0
A009391,C03,2023,College Fair,AZ,Psychology,1,0
A009392,C03,2023,College Website,TN,Engineering,1,0
A009393,C03,2023,High School Counselor,IL,Social Sciences,1,1
A009394,C03,2023,College Website,PA,Physical Sciences & Math,1,0
A009395,C03,2023,Social Media,NJ,Business,1,0
A009396,C03,2023,College Website,OR,Nursing & Health Sciences,1,0
A009397,C03,2023,Campus Visit / Open House,MA,Nursing & Health Sciences,1,1
A009398,C03,2023,College Website,OR,Computer Science,1,0
A009399,C03,2023,Campus Visit / Open House,OR,Engineering,0,0
A009400,C03,2023,College Website,OR,Computer Science,1,0
A009401,C03,2023,Friends / Family / Alumni,OR,Nursing & Health Sciences,1,0
A009402,C03,2023,Social Media,OR,Business,1,0
A009403,C03,2023,Social Media,TX,Engineering,1,1
A009404,C03,2023,Friends / Family / Alumni,OR,Arts & Humanities,0,0
A009405,C03,2023,College Website,OR,Engineering,1,0
A009406,C03,2023,Campus Visit / Open House,IL,Nursing & Health Sciences,1,1
A009407,C03,2023,Friends / Family / Alumni,VA,Engineering,1,0
A009408,C03,2023,High School Counselor,NJ,Arts & Humanities,1,1
A009409,C03,2023,Social Media,OR,Computer Science,1,0
A009410,C03,2023,College Website,OR,Education,1,0
A009411,C03,2023,High School Counselor,AZ,Business,1,0
A009412,C03,2023,High School Counselor,OR,Nursing & Health Sciences,1,1
A009413,C03,2023,Friends / Family / Alumni,OR,Computer Science,1,0
A009414,C03,2023,Online Search / Rankings Sites,OR,Social Sciences,1,0
A009415,C03,2023,Social Media,VA,Arts & Humanities,1,0
A009416,C03,2023,Friends / Family / Alumni,OR,Business,1,0
A009417,C03,2023,Social Media,IL,Physical Sciences & Math,1,0
A009418,C03,2023,Online Search / Rankings Sites,NC,Computer Science,1,0
A009419,C03,2023,College Fair,CO,Biology & Life Sciences,1,0
A009420,C03,2023,Campus Visit / Open House,OR,Arts & Humanities,1,0
A009421,C03,2023,Campus Visit / Open House,OR,Computer Science,0,0
A009422,C03,2023,Online Search / Rankings Sites,FL,Social Sciences,1,0
A009423,C03,2023,Social Media,NC,Biology & Life Sciences,1,0
A009424,C03,2023,High School Counselor,OR,Nursing & Health Sciences,1,0
A009425,C03,2023,Friends / Family / Alumni,OR,Nursing & Health Sciences,1,0
A009426,C03,2023,Campus Visit / Open House,PA,Arts & Humanities,1,0
A009427,C03,2023,College Fair,VA,Arts & Humanities,1,1
A009428,C03,2023,Social Media,OR,Physical Sciences & Math,1,0
A009429,C03,2023,Online Search / Rankings Sites,OR,Psychology,1,0
A009430,C03,2023,Social Media,OR,Psychology,1,0
A009431,C03,2023,Campus Visit / Open House,OR,Business,1,1
A009432,C03,2023,Advertising / Direct Mail,OR,Psychology,0,0
A009433,C03,2023,High School Counselor,TN,Computer Science,1,0
A009434,C03,2023,Friends / Family / Alumni,OR,Engineering,0,0
A009435,C03,2023,Campus Visit / Open House,OR,Social Sciences,1,0
A009436,C03,2023,High School Counselor,OR,Nursing & Health Sciences,1,0
A009437,C03,2023,Friends / Family / Alumni,OR,Biology & Life Sciences,1,1
A009438,C03,2023,Friends / Family / Alumni,MA,Social Sciences,0,0
A009439,C03,2023,Online Search / Rankings Sites,OR,Education,1,0
A009440,C03,2023,Friends / Family / Alumni,OR,Computer Science,1,0
A009441,C03,2023,Campus Visit / Open House,OR,Engineering,1,1
A009442,C03,2023,College Fair,OR,Biology & Life Sciences,1,1
A009443,C03,2023,Online Search / Rankings Sites,GA,Nursing & Health Sciences,1,0
A009444,C03,2023,Online Search / Rankings Sites,OR,Nursing & Health Sciences,1,0
A009445,C03,2023,Online Search / Rankings Sites,OR,Education,1,0
A009446,C03,2023,Friends / Family / Alumni,NJ,Nursing & Health Sciences,1,0
A009447,C03,2023,Friends / Family / Alumni,OR,Computer Science,1,1
A009448,C03,2023,Social Media,OR,Computer Science,1,0
A009449,C03,2023,Campus Visit / Open House,OR,Physical Sciences & Math,1,1
A009450,C03,2023,College Fair,OR,Social Sciences,1,0
A009451,C03,2023,Campus Visit / Open House,FL,Education,1,0
A009452,C03,2023,High School Counselor,GA,Psychology,0,0
A009453,C03,2023,High School Counselor,OR,Business,1,0
A009454,C03,2023,College Website,OR,Engineering,0,0
A009455,C03,2023,Friends / Family / Alumni,OR,Business,0,0
A009456,C03,2023,High School Counselor,OR,Biology & Life Sciences,1,1
A009457,C03,2023,Social Media,OR,Nursing & Health Sciences,1,0
A009458,C03,2023,Social Media,OR,Arts & Humanities,0,0
A009459,C03,2023,Friends / Family / Alumni,NY,Business,0,0
A009460,C03,2023,College Website,MA,Business,1,1
A009461,C03,2023,Social Media,IL,Computer Science,0,0
A009462,C03,2023,Campus Visit / Open House,WI,Engineering,1,0
A009463,C03,2023,Advertising / Direct Mail,OR,Business,1,0
A009464,C03,2023,College Website,OR,Physical Sciences & Math,0,0
A009465,C03,2023,Online Search / Rankings Sites,OR,Business,1,0
A009466,C03,2023,College Website,OR,Social Sciences,0,0
A009467,C03,2023,College Website,OR,Social Sciences,1,1
A009468,C03,2023,Online Search / Rankings Sites,CO,Business,1,0
A009469,C03,2023,Social Media,NC,Business,0,0
A009470,C03,2023,Campus Visit / Open House,OR,Biology & Life Sciences,1,0
A009471,C03,2023,Social Media,CO,Arts & Humanities,1,0
A009472,C03,2023,College Website,OR,Social Sciences,0,0
A009473,C03,2023,College Website,OR,Engineering,0,0
A009474,C03,2023,College Website,OR,Nursing & Health Sciences,0,0
A009475,C03,2023,Campus Visit / Open House,IL,Psychology,0,0
A009476,C03,2023,College Website,NC,Computer Science,1,1
A009477,C03,2023,High School Counselor,CO,Engineering,1,0
A009478,C03,2023,Online Search / Rankings Sites,MA,Psychology,1,0
A009479,C03,2023,High School Counselor,OR,Physical Sciences & Math,1,0
A009480,C03,2023,High School Counselor,OR,Arts & Humanities,1,1
A009481,C03,2023,College Website,OR,Psychology,1,0
A009482,C03,2023,Advertising / Direct Mail,PA,Physical Sciences & Math,0,0
A009483,C03,2023,College Website,OR,Computer Science,1,0
A009484,C03,2023,Campus Visit / Open House,OR,Nursing & Health Sciences,1,1
A009485,C03,2023,Online Search / Rankings Sites,AZ,Computer Science,1,0
A009486,C03,2023,High School Counselor,OR,Psychology,1,0
A009487,C03,2023,Campus Visit / Open House,OR,Education,1,1
A009488,C03,2023,Friends / Family / Alumni,OR,Arts & Humanities,1,0
A009489,C03,2023,College Website,OR,Biology & Life Sciences,0,0
A009490,C03,2023,Campus Visit / Open House,NY,Engineering,0,0
A009491,C03,2023,Social Media,GA,Business,0,0
A009492,C03,2023,Advertising / Direct Mail,OR,Psychology,0,0
A009493,C03,2023,Advertising / Direct Mail,IL,Social Sciences,0,0
A009494,C03,2023,Social Media,OR,Psychology,1,0
A009495,C03,2023,Campus Visit / Open House,MA,Business,1,0
A009496,C03,2023,Social Media,OR,Computer Science,1,0
A009497,C03,2023,Online Search / Rankings Sites,OR,Nursing & Health Sciences,1,0
A009498,C03,2023,Friends / Family / Alumni,OR,Biology & Life Sciences,0,0
A009499,C03,2023,College Website,NY,Business,1,0
A009500,C03,2023,Advertising / Direct Mail,OR,Arts & Humanities,1,1
A009501,C03,2023,Online Search / Rankings Sites,OR,Education,1,0
A009502,C03,2023,Campus Visit / Open House,OR,Social Sciences,1,1
A009503,C03,2023,Social Media,FL,Nursing & Health Sciences,0,0
A009504,C03,2023,Online Search / Rankings Sites,OR,Computer Science,1,1
A009505,C03,2023,Campus Visit / Open House,GA,Business,1,1
A009506,C03,2023,Online Search / Rankings Sites,OR,Nursing & Health Sciences,1,0
A009507,C03,2023,College Website,OR,Computer Science,0,0
A009508,C03,2023,High School Counselor,OR,Engineering,1,0
A009509,C03,2023,Online Search / Rankings Sites,OR,Arts & Humanities,1,0
A009510,C03,2023,Online Search / Rankings Sites,OR,Arts & Humanities,1,0
A009511,C03,2023,College Website,OR,Arts & Humanities,1,1
A009512,C03,2023,College Fair,OR,Nursing & Health Sciences,1,0
A009513,C03,2023,Friends / Family / Alumni,OR,Biology & Life Sciences,1,0
A009514,C03,2023,Online Search / Rankings Sites,NJ,Nursing & Health Sciences,1,0
A009515,C03,2023,High School Counselor,OR,Psychology,1,1
A009516,C03,2023,Advertising / Direct Mail,OR,Biology & Life Sciences,1,0
A009517,C03,2023,Friends / Family / Alumni,WA,Computer Science,1,1
A009518,C03,2023,Friends / Family / Alumni,MI,Nursing & Health Sciences,1,1
A009519,C03,2023,High School Counselor,NC,Nursing & Health Sciences,0,0
A009520,C03,2023,High School Counselor,OR,Engineering,1,0
A009521,C03,2023,College Website,OH,Business,1,0
A009522,C03,2023,College Website,OR,Business,1,0
A009523,C03,2023,Online Search / Rankings Sites,OR,Arts & Humanities,0,0
A009524,C03,2023,Social Media,OR,Nursing & Health Sciences,0,0
A009525,C03,2023,Social Media,WA,Business,1,0
A009526,C03,2023,Campus Visit / Open House,OR,Arts & Humanities,1,0
A009527,C03,2023,Friends / Family / Alumni,OR,Arts & Humanities,1,1
A009528,C03,2023,High School Counselor,OR,Engineering,1,0
A009529,C03,2024,College Website,CO,Business,1,0
A009530,C03,2024,Social Media,MN,Biology & Life Sciences,1,0
A009531,C03,2024,Online Search / Rankings Sites,NJ,Business,1,0
A009532,C03,2024,High School Counselor,OR,Psychology,1,0
A009533,C03,2024,College Website,OR,Engineering,1,1
A009534,C03,2024,Social Media,OR,Engineering,0,0
A009535,C03,2024,Friends / Family / Alumni,OR,Social Sciences,1,0
A009536,C03,2024,College Fair,OR,Psychology,1,0
A009537,C03,2024,High School Counselor,OR,Computer Science,1,0
A009538,C03,2024,Campus Visit / Open House,OR,Arts & Humanities,1,1
A009539,C03,2024,Friends / Family / Alumni,OR,Engineering,1,0
A009540,C03,2024,Campus Visit / Open House,OR,Social Sciences,1,1
A009541,C03,2024,Campus Visit / Open House,OR,Education,1,0
A009542,C03,2024,College Website,OR,Business,1,0
A009543,C03,2024,High School Counselor,OR,Computer Science,1,1
A009544,C03,2024,High School Counselor,OR,Nursing & Health Sciences,1,0
A009545,C03,2024,Friends / Family / Alumni,OR,Engineering,0,0
A009546,C03,2024,College Website,OR,Business,1,0
A009547,C03,2024,High School Counselor,OR,Education,1,1
A009548,C03,2024,Social Media,OR,Business,1,0
A009549,C03,2024,Social Media,NY,Nursing & Health Sciences,1,1
A009550,C03,2024,Friends / Family / Alumni,NC,Nursing & Health Sciences,1,1
A009551,C03,2024,Online Search / Rankings Sites,OR,Education,1,0
A009552,C03,2024,Campus Visit / Open House,WA,Business,1,1
A009553,C03,2024,Online Search / Rankings Sites,OR,Psychology,1,0
A009554,C03,2024,Online Search / Rankings Sites,NY,Business,1,0
A009555,C03,2024,High School Counselor,OR,Business,1,1
A009556,C03,2024,College Fair,OR,Education,1,0
A009557,C03,2024,Social Media,AZ,Social Sciences,1,0
A009558,C03,2024,Friends / Family / Alumni,OR,Psychology,1,1
A009559,C03,2024,Friends / Family / Alumni,WI,Arts & Humanities,1,0
A009560,C03,2024,Online Search / Rankings Sites,OR,Arts & Humanities,1,0
A009561,C03,2024,Campus Visit / Open House,OR,Arts & Humanities,0,0
A009562,C03,2024,Friends / Family / Alumni,AZ,Nursing & Health Sciences,0,0
A009563,C03,2024,College Website,OR,Business,1,1
A009564,C03,2024,Online Search / Rankings Sites,MI,Physical Sciences & Math,1,0
A009565,C03,2024,College Website,OR,Biology & Life Sciences,1,1
A009566,C03,2024,High School Counselor,OR,Biology & Life Sciences,1,0
A009567,C03,2024,College Fair,NC,Biology & Life Sciences,1,0
A009568,C03,2024,High School Counselor,OR,Social Sciences,1,0
A009569,C03,2024,Social Media,OR,Psychology,1,0
A009570,C03,2024,High School Counselor,OR,Business,1,1
A009571,C03,2024,Social Media,OR,Nursing & Health Sciences,1,0
A009572,C03,2024,College Fair,OR,Engineering,1,0
A009573,C03,2024,Online Search / Rankings Sites,OR,Arts & Humanities,0,0
A009574,C03,2024,High School Counselor,OR,Computer Science,1,0
A009575,C03,2024,Friends / Family / Alumni,OR,Arts & Humanities,1,1
A009576,C03,2024,High School Counselor,MI,Biology & Life Sciences,1,1
A009577,C03,2024,Online Search / Rankings Sites,OR,Arts & Humanities,1,1
A009578,C03,2024,Friends / Family / Alumni,OR,Arts & Humanities,1,1
A009579,C03,2024,High School Counselor,OR,Engineering,1,1
A009580,C03,2024,Social Media,OR,Biology & Life Sciences,1,1
A009581,C03,2024,College Website,OR,Social Sciences,0,0
A009582,C03,2024,Online Search / Rankings Sites,FL,Nursing & Health Sciences,1,0
